"bin","bbl","evictions"
1061872,"1020740059",16
1061873,"1020740061",25
1061879,"1020750001",2
1061880,"1020750005",13
1061881,"1020750008",5
1061882,"1020750011",2
1061885,"1020750020",8
1061886,"1020750023",2
1061888,"1020750036",64
1061889,"1020750039",24
1061890,"1020750043",19
1061892,"1020750049",16
1061893,"1020750053",20
1061895,"1020750061",10
1061896,"1020760001",18
1061897,"1020760005",15
1061899,"1020760010",8
1061900,"1020760013",3
1061901,"1020760014",14
1061902,"1020760016",3
1061903,"1020767501",1
1061911,"1020760029",1
1061912,"1020760030",2
1061913,"1020760031",9
1061915,"1020760038",3
1061916,"1020760039",3
1061918,"1020760046",10
1061919,"1020760049",12
1061920,"1020760053",13
1061921,"1020760056",18
1061923,"1020760118",5
1061928,"1020770001",3
1061930,"1020770010",3
1061931,"1020770012",6
1061932,"1020770013",1
1061935,"1020770022",4
1061940,"1020770030",6
1061941,"1020770031",8
1061943,"1020770033",6
1061944,"1020770034",7
1061945,"1020770035",12
1061946,"1020770036",3
1061947,"1020770037",9
1061948,"1020770038",2
1061949,"1020770039",11
1061950,"1020770041",2
1061952,"1020770050",6
1061953,"1020770053",15
1061954,"1020770055",4
1061955,"1020770057",9
1061959,"1020780011",8
1061960,"1020780015",9
1061962,"1020780047",8
1061963,"1020780049",11
1061964,"1020780051",12
1061965,"1020780053",7
1061968,"1020780061",4
1061969,"1020790001",15
1061970,"1020790007",2
1061972,"1020790013",5
1061977,"1020790019",19
1061978,"1020790021",18
1061979,"1020790023",12
1061980,"1020790025",14
1061983,"1020790029",14
1061984,"1020790030",5
1061985,"1020790031",2
1061986,"1020790032",3
1061987,"1020790033",6
1061989,"1020790036",6
1061990,"1020790037",2
1061991,"1020790039",8
1061992,"1020790041",3
1061993,"1020790042",1
1061994,"1020790044",11
1061995,"1020790046",6
1062004,"1020790055",6
1062005,"1020790057",7
1062006,"1020790061",14
1062011,"1020790149",1
1062014,"1020800001",9
1062015,"1020800003",1
1062016,"1020800005",25
1062017,"1020800009",1
1062019,"1020800011",7
1062020,"1020800014",5
1062030,"1020800025",6
1062031,"1020800027",1
1062032,"1020800028",10
1062033,"1020800030",7
1062034,"1020800031",12
1062036,"1020800033",10
1062037,"1020800034",1
1062038,"1020800035",6
1062039,"1020800036",8
1062042,"1020800039",1
1062043,"1020800040",2
1062052,"1020800049",2
1062055,"1020800052",2
1062058,"1020800055",1
1062059,"1020800056",2
1062060,"1020800059",7
1062061,"1020800062",3
1062063,"1020800116",1
1062077,"1020810001",11
1062082,"1020810010",31
1062085,"1020810014",7
1062087,"1020810018",2
1062098,"1020810029",1
1062099,"1020810030",26
1062100,"1020810031",5
1062101,"1020810032",14
1062102,"1020810033",22
1062103,"1020810034",17
1062104,"1020810035",12
1062106,"1020810037",11
1062107,"1020810039",11
1062137,"1020820001",17
1062138,"1020820005",4
1062139,"1020820007",7
1062140,"1020820009",4
1062143,"1020820015",10
1062147,"1020820020",1
1062150,"1020820023",7
1062152,"1020820025",1
1062153,"1020820026",3
1062154,"1020820027",4
1062156,"1020820036",18
1062157,"1020820039",7
1062158,"1020820040",27
1062160,"1020820043",2
1062161,"1020820045",21
1062162,"1020820047",20
1062163,"1020820049",3
1062164,"1020820050",3
1062165,"1020820052",13
1062166,"1020820056",3
1062167,"1020820057",4
1062168,"1020820059",5
1062172,"1020820120",9
1062173,"1020820122",9
1062175,"1020820126",1
1062176,"1020830001",24
1062177,"1020830008",27
1062179,"1020830013",15
1062180,"1020830015",5
1062183,"1020830019",1
1062185,"1020830022",8
1062186,"1020830023",3
1062187,"1020830025",4
1062188,"1020830026",23
1062193,"1020830037",27
1062194,"1020830040",6
1062196,"1020830043",2
1062197,"1020830045",5
1062198,"1020830047",5
1062201,"1020830051",7
1062203,"1020830055",2
1062204,"1020830058",24
1062212,"1020840001",1
1062218,"1020840007",5
1062220,"1020840009",3
1062224,"1020840015",3
1062225,"1020840016",1
1062226,"1020840017",4
1062227,"1020840018",1
1062228,"1020840020",9
1062229,"1020840022",1
1062245,"1020840049",12
1062246,"1020840050",2
1062247,"1020840052",1
1062248,"1020840053",16
1062251,"1020840061",5
1062252,"1020840062",11
1062257,"1020840107",5
1062264,"1020860011",7
1062265,"1020860016",12
1062266,"1020860020",9
1062267,"1020860024",8
1062268,"1020860029",9
1062269,"1020860036",10
1062273,"1020860041",1
1062281,"1020860049",9
1062285,"1020860141",3
1062286,"1020860146",3
1062289,"1020870015",27
1062290,"1020870016",7
1062291,"1020870018",2
1062297,"1020870025",1
1062298,"1020870029",2
1062300,"1020870033",1
1062301,"1020870034",4
1062302,"1020870036",6
1062303,"1020870038",4
1062304,"1020870041",8
1062305,"1020870046",3
1062307,"1020870078",30
1062308,"1020870088",6
1062309,"1020870091",14
1062310,"1020870093",10
1062311,"1020870097",3
1062312,"1020870101",1
1062318,"1020880019",6
1062319,"1020880027",14
1062320,"1020880029",12
1062321,"1020880036",19
1062322,"1020880038",14
1062323,"1020880043",9
1062324,"1020880047",10
1062325,"1020880051",24
1062326,"1020880074",64
1062327,"1020880080",23
1062328,"1020880084",4
1062329,"1020880087",3
1062330,"1020880091",8
1062331,"1020880098",9
1062332,"1020880100",5
1062333,"1020880106",11
1062334,"1020880114",54
1062344,"1020890024",11
1062346,"1020890031",10
1062347,"1020890033",18
1062349,"1020890041",32
1062350,"1020890049",2
1062357,"1020907501",13
1062358,"1020900019",2
1062359,"1020900021",5
1062360,"1020900024",3
1062361,"1020900029",8
1062362,"1020900036",21
1062363,"1020900040",26
1062364,"1020907502",22
1062365,"1020910017",53
1062366,"1020910022",1
1062367,"1020910024",2
1062368,"1020910026",12
1062369,"1020910032",17
1062371,"1020910038",50
1062372,"1020910048",14
1062373,"1020927501",6
1062381,"1020920036",16
1062382,"1020920038",6
1062387,"1020920046",8
1062392,"1020937501",9
1062393,"1020930023",1
1062398,"1020930029",26
1062399,"1020930034",3
1062418,"1020947502",11
1062427,"1020947501",12
1062431,"1020940137",1
1062434,"1020957502",5
1062435,"1020950023",17
1062437,"1020950031",11
1062439,"1020950033",31
1062441,"1020950046",15
1062442,"1020960017",45
1062443,"1020960026",9
1062444,"1020960034",21
1062445,"1020960040",12
1062447,"1020970014",36
1062449,"1020970027",41
1062450,"1020970034",30
1062451,"1020970040",63
1062452,"1020970047",27
1062453,"1020980013",32
1062454,"1020980019",18
1062455,"1020980023",12
1062456,"1020980029",22
1062457,"1020980036",18
1062458,"1020980040",2
1062459,"1020980043",40
1062460,"1020980047",28
1062461,"1020980053",20
1062462,"1020990008",23
1062463,"1020990010",1
1062464,"1020990011",33
1062465,"1020990015",19
1062467,"1020990022",2
1062468,"1020990025",8
1062469,"1020990029",40
1062470,"1020990036",6
1062472,"1020990049",38
1062473,"1020990063",20
1062486,"1021070011",1
1062488,"1021070014",6
1062489,"1021070020",9
1062491,"1021070072",67
1062492,"1021070110",5
1062493,"1021080003",38
1062498,"1021080016",4
1062500,"1021080016",2
1062502,"1021080021",21
1062504,"1021080026",4
1062505,"1021080027",9
1062506,"1021080033",31
1062507,"1021080039",1
1062508,"1021080052",2
1062509,"1021080053",1
1062510,"1021080054",1
1062512,"1021080056",8
1062513,"1021080059",4
1062514,"1021080060",7
1062518,"1021080065",16
1062519,"1021080067",6
1062520,"1021080068",3
1062522,"1021080073",4
1062524,"1021080077",20
1062526,"1021080081",9
1062527,"1021080083",14
1062530,"1021090001",2
1062532,"1021090005",17
1062533,"1021090007",2
1062534,"1021090016",2
1062535,"1021090017",5
1062536,"1021090018",7
1062537,"1021090024",20
1062541,"1021090028",1
1062542,"1021090029",2
1062546,"1021090041",28
1062547,"1021090042",1
1062550,"1021090046",26
1062563,"1021090070",10
1062575,"1021090088",16
1062592,"1021100018",4
1062593,"1021100020",1
1062594,"1021100021",6
1062595,"1021100022",1
1062596,"1021100023",3
1062597,"1021100024",29
1062598,"1021100037",24
1062611,"1021100053",1
1062616,"1021100060",4
1062617,"1021100062",2
1062618,"1021100063",15
1062619,"1021100065",6
1062620,"1021100066",14
1062621,"1021100068",8
1062622,"1021100070",12
1062624,"1021100073",6
1062625,"1021100074",3
1062626,"1021100076",5
1062627,"1021100078",22
1062629,"1021110004",7
1062632,"1021110008",11
1062633,"1021110009",1
1062634,"1021110010",23
1062635,"1021110015",25
1062637,"1021110036",25
1062643,"1021110043",7
1062644,"1021110044",10
1062646,"1021110047",5
1062647,"1021110050",2
1062653,"1021110064",31
1062658,"1021110079",6
1062660,"1021110081",2
1062661,"1021110083",9
1062662,"1021110084",4
1062667,"1021110104",2
1062668,"1021110105",2
1062669,"1021110107",11
1062672,"1021110111",1
1062674,"1021120012",3
1062675,"1021120014",15
1062678,"1021140005",10
1062679,"1021140010",17
1062680,"1021140015",1
1062681,"1021140017",1
1062682,"1021140018",8
1062683,"1021140019",1
1062684,"1021140021",1
1062689,"1021140026",7
1062690,"1021140028",13
1062691,"1021140030",8
1062692,"1021140035",6
1062694,"1021140052",23
1062695,"1021140066",17
1062696,"1021140068",10
1062697,"1021140070",11
1062698,"1021140117",14
1062699,"1021150001",14
1062700,"1021150005",26
1062701,"1021150011",2
1062702,"1021150014",5
1062703,"1021150017",9
1062704,"1021150021",6
1062711,"1021150032",1
1062713,"1021150034",3
1062717,"1021150038",7
1062719,"1021150044",20
1062720,"1021150049",17
1062721,"1021150051",6
1062722,"1021150053",5
1062723,"1021150054",11
1062724,"1021150056",9
1062725,"1021150057",15
1062727,"1021150062",48
1062730,"1021160011",18
1062731,"1021160015",23
1062732,"1021160017",22
1062733,"1021160019",5
1062734,"1021160021",1
1062735,"1021160023",10
1062736,"1021160027",7
1062737,"1021160029",6
1062742,"1021160050",11
1062743,"1021160052",15
1062744,"1021160058",36
1062745,"1021160061",11
1062746,"1021170001",5
1062747,"1021170007",3
1062750,"1021170014",9
1062751,"1021170016",17
1062752,"1021170017",2
1062753,"1021170018",3
1062754,"1021170019",7
1062755,"1021170020",11
1062756,"1021170021",7
1062757,"1021170022",5
1062758,"1021170023",3
1062759,"1021170025",4
1062760,"1021170028",7
1062763,"1021170032",7
1062764,"1021170034",14
1062768,"1021170040",1
1062770,"1021170042",13
1062771,"1021170043",1
1062772,"1021170044",13
1062777,"1021170051",12
1062778,"1021170054",5
1062779,"1021170056",11
1062780,"1021170057",8
1062781,"1021170059",21
1062782,"1021170061",12
1062783,"1021180001",18
1062784,"1021180007",21
1062785,"1021180011",11
1062786,"1021180013",3
1062787,"1021180015",7
1062788,"1021180017",13
1062789,"1021180018",26
1062790,"1021180020",3
1062798,"1021180042",9
1062799,"1021180043",14
1062800,"1021180044",9
1062801,"1021180045",15
1062802,"1021180046",28
1062803,"1021180048",34
1062804,"1021180050",29
1062806,"1021180056",9
1062812,"1021180062",13
1062819,"1021180069",6
1062820,"1021180070",13
1062821,"1021180072",8
1062822,"1021190001",39
1062823,"1021190005",34
1062824,"1021190012",10
1062833,"1021190023",16
1062834,"1021190026",11
1062835,"1021190028",1
1062836,"1021190036",7
1062838,"1021190048",8
1062839,"1021190050",3
1062840,"1021190052",1
1062843,"1021190058",16
1062844,"1021190060",3
1062845,"1021190062",3
1062846,"1021190064",1
1062847,"1021190066",12
1062853,"1021200001",26
1062854,"1021200008",22
1062865,"1021200024",2
1062867,"1021200031",2
1062870,"1021200042",9
1062871,"1021200044",5
1062873,"1021200048",17
1062875,"1021200052",4
1062876,"1021200055",2
1062880,"1021200059",2
1062885,"1021200065",9
1062892,"1021210010",14
1062893,"1021210024",23
1062895,"1021210035",10
1062897,"1021210039",10
1062898,"1021210041",4
1062899,"1021210043",8
1062900,"1021210045",5
1062901,"1021210047",5
1062902,"1021210049",4
1062905,"1021210053",17
1062906,"1021210054",9
1062907,"1021210055",7
1062910,"1021220001",37
1062913,"1021220009",2
1062917,"1021220013",1
1062918,"1021220014",4
1062919,"1021220015",19
1062920,"1021220018",17
1062921,"1021220021",12
1062922,"1021220048",17
1062923,"1021220052",9
1062924,"1021220058",14
1062925,"1021220062",9
1062926,"1021220069",11
1062928,"1021220077",22
1062933,"1021220088",17
1062934,"1021220100",12
1062935,"1021220105",11
1062936,"1021220110",5
1062937,"1021220116",8
1062938,"1021220120",26
1062939,"1021220127",1
1062940,"1021220130",12
1062941,"1021220133",4
1062942,"1021220138",5
1062943,"1021220140",4
1062944,"1021220142",1
1062947,"1021220148",27
1062948,"1021220150",13
1062949,"1021220153",26
1062953,"1021230026",19
1062954,"1021230031",21
1062958,"1021230052",6
1062959,"1021230054",11
1062961,"1021230057",12
1062962,"1021230059",2
1062963,"1021230061",8
1062971,"1021230077",15
1062975,"1021230084",8
1062978,"1021230089",4
1062979,"1021230090",4
1062984,"1021230100",11
1062985,"1021230101",10
1062986,"1021230105",7
1062995,"1021250026",7
1062997,"1021250028",2
1062999,"1021250032",1
1063000,"1021250034",16
1063001,"1021250036",2
1063007,"1021250042",3
1063008,"1021250045",4
1063013,"1021250053",60
1063014,"1021260001",1
1063016,"1021260010",15
1063020,"1021260028",20
1063021,"1021260030",5
1063026,"1021260036",2
1063028,"1021260040",2
1063029,"1021260042",3
1063031,"1021260046",6
1063036,"1021270001",9
1063042,"1021270015",15
1063043,"1021270022",32
1063044,"1021270023",12
1063046,"1021270029",16
1063047,"1021270035",1
1063049,"1021270037",3
1063050,"1021270039",2
1063051,"1021270041",13
1063052,"1021270043",2
1063053,"1021270044",10
1063054,"1021270046",10
1063055,"1021270048",5
1063056,"1021270051",6
1063057,"1021270052",2
1063058,"1021270054",15
1063059,"1021270056",1
1063060,"1021270058",8
1063061,"1021280001",10
1063062,"1021280003",9
1063063,"1021280008",13
1063065,"1021280012",6
1063066,"1021280015",29
1063067,"1021280021",15
1063068,"1021280022",8
1063069,"1021280023",16
1063070,"1021280026",27
1063071,"1021280029",7
1063072,"1021280031",9
1063075,"1021280038",6
1063076,"1021280040",17
1063077,"1021280042",2
1063078,"1021280043",8
1063079,"1021280044",5
1063080,"1021280047",9
1063081,"1021280051",5
1063083,"1021280053",19
1063085,"1021280057",10
1063086,"1021290001",10
1063089,"1021290008",2
1063092,"1021290012",10
1063093,"1021290014",5
1063097,"1021290021",3
1063098,"1021290024",7
1063099,"1021290030",26
1063100,"1021290037",23
1063101,"1021290038",1
1063102,"1021290040",8
1063104,"1021290043",1
1063105,"1021290045",1
1063109,"1021290053",4
1063110,"1021290055",3
1063111,"1021290057",3
1063114,"1021290116",3
1063119,"1021300008",9
1063120,"1021300009",41
1063122,"1021300015",7
1063123,"1021300017",8
1063124,"1021300022",30
1063125,"1021300023",9
1063129,"1021300029",8
1063130,"1021300033",11
1063131,"1021300036",7
1063133,"1021300039",1
1063134,"1021300040",2
1063135,"1021300042",1
1063136,"1021300044",1
1063137,"1021300048",20
1063140,"1021300051",2
1063142,"1021300053",3
1063144,"1021300055",5
1063150,"1021310001",49
1063154,"1021310013",6
1063155,"1021310018",2
1063156,"1021310022",5
1063158,"1021310025",15
1063159,"1021310028",15
1063160,"1021310029",14
1063161,"1021310032",12
1063162,"1021310033",2
1063168,"1021310039",1
1063169,"1021310041",1
1063170,"1021310044",12
1063171,"1021310048",16
1063172,"1021310050",1
1063173,"1021310052",24
1063174,"1021310055",3
1063175,"1021310058",15
1063179,"1021320001",24
1063180,"1021320007",13
1063181,"1021320010",30
1063182,"1021320018",18
1063183,"1021320021",17
1063184,"1021320026",10
1063185,"1021320029",6
1063186,"1021320030",25
1063187,"1021320032",11
1063188,"1021320035",12
1063189,"1021320037",16
1063190,"1021320038",7
1063191,"1021320040",14
1063194,"1021320058",37
1063195,"1021320064",11
1063196,"1021320068",5
1063197,"1021320070",7
1063198,"1021320072",3
1063199,"1021320074",3
1063200,"1021320076",8
1063204,"1021320086",2
1063205,"1021320090",4
1063206,"1021320092",7
1063218,"1021330010",16
1063219,"1021330013",6
1063220,"1021330016",26
1063221,"1021330020",17
1063222,"1021330022",18
1063223,"1021330024",18
1063224,"1021330026",24
1063225,"1021330028",6
1063226,"1021330030",13
1063227,"1021330034",36
1063229,"1021330046",16
1063230,"1021330050",6
1063231,"1021330060",6
1063232,"1021330062",9
1063233,"1021330063",1
1063234,"1021330065",2
1063235,"1021330066",6
1063236,"1021330070",3
1063237,"1021330073",16
1063238,"1021330076",22
1063239,"1021330080",22
1063240,"1021330084",5
1063241,"1021330086",10
1063242,"1021330087",3
1063243,"1021330089",7
1063247,"1021340022",9
1063248,"1021340030",39
1063251,"1021347502",15
1063252,"1021340071",10
1063253,"1021340080",11
1063254,"1021340085",2
1063255,"1021340090",17
1063256,"1021340095",23
1063257,"1021340100",21
1063258,"1021340105",1
1063259,"1021340110",6
1063271,"1021347503",36
1063274,"1021347501",9
1063276,"1021340199",24
1063277,"1021340200",50
1063278,"1021340206",9
1063279,"1021340250",30
1063288,"1021357501",18
1063289,"1021350013",5
1063290,"1021350017",5
1063291,"1021350020",5
1063300,"1021350060",8
1063303,"1021360005",1
1063304,"1021360007",3
1063305,"1021367501",12
1063306,"1021360013",16
1063307,"1021360018",12
1063308,"1021360020",15
1063309,"1021360024",24
1063310,"1021360036",8
1063311,"1021360040",6
1063312,"1021360043",6
1063313,"1021360045",14
1063315,"1021360050",4
1063316,"1021360052",11
1063319,"1021360060",13
1063320,"1021360075",30
1063321,"1021360083",8
1063322,"1021360086",1
1063323,"1021360090",23
1063324,"1021360098",11
1063325,"1021360102",15
1063326,"1021360106",25
1063327,"1021360111",16
1063328,"1021360120",5
1063329,"1021360124",7
1063330,"1021360128",8
1063331,"1021360140",5
1063332,"1021360145",34
1063333,"1021360150",9
1063334,"1021360160",4
1063335,"1021360167",13
1063336,"1021360170",23
1063337,"1021360175",21
1063338,"1021360180",33
1063339,"1021360190",14
1063340,"1021360195",7
1063341,"1021360200",7
1063342,"1021360205",22
1063343,"1021360210",39
1063344,"1021360220",18
1063345,"1021360225",8
1063350,"1021370011",30
1063351,"1021370014",16
1063354,"1021370026",10
1063355,"1021370029",36
1063356,"1021370032",12
1063357,"1021370040",31
1063358,"1021370046",28
1063359,"1021370052",16
1063360,"1021370058",12
1063361,"1021370065",8
1063362,"1021370070",15
